frame_num,track_id,x,y,color
66,1,1154.2,351.2,A
66,12,1139.2,350.5,B
67,5,1123.4,386.2,A
67,13,1110.9,368.4,B
68,11,1114,312.8,B
68,19,1097,573.7,B
70,16,1109.8,422.2,B
71,7,1072.1,657.8,A
73,10,833,500.5,A
74,14,1105.6,384.1,B
75,2,1103.4,302.5,A
76,8,960.4,415.2,A
76,17,1074.8,387.2,B
78,3,1065.3,344.8,A
78,4,1104.6,376.8,A
78,18,1023.9,472,B
80,1,1146.8,351.2,A
80,6,1055.3,691.3,A
89,2,1097,302.5,A
89,10,854.4,533.4,A
89,15,1116.1,455.4,B
92,5,1110.9,368.4,A
92,8,950.8,413.5,A
92,17,1045.1,391.5,B
95,6,1051,688,A
95,13,1088.8,377.8,B
95,20,1061,327.9,B
96,4,1089.9,376.8,A
96,9,885.4,293,A
97,7,1068.9,600.1,A
97,10,864,547.2,A
98,3,1054.7,351.2,A
102,16,1088,422.2,B
102,10,871.4,559.9,A
105,14,1088.8,374.7,B
105,19,1074.8,533.4,B
106,8,933.6,416.2,A
106,18,946.6,509.1,B
107,3,1047.3,352.3,A
108,2,1090.7,302.5,A
110,13,1075.2,379.9,B
111,12,1106.7,351.6,B
114,10,871,559,A
114,15,1092,460.6,B
114,18,930.7,526,B
115,4,1052.1,352.6,A
115,6,1025.9,680.9,A
117,11,1085.7,311.7,B
118,1,1115.1,344.8,A
119,16,1074.8,422.2,B
120,5,1101.4,354.7,A
120,6,1022.9,680.7,A
120,18,913.8,539.8,B
122,17,993.2,408.4,B
123,3,1040.9,352.3,A
123,7,1066.8,539.3,A
128,6,1009.1,679.6,A
128,20,1039.8,327.9,B
133,9,868.6,281.3,A
134,4,1033.3,364.2,A
135,2,1074.8,300.4,A
135,19,1056.8,556.7,B
136,13,1075.2,369.4,B
137,8,914.8,420.6,A
137,18,928.6,561,B
138,14,1077.3,374.7,B
138,21,1178,349.5,C
139,3,1037.7,352.3,A
140,16,1074.8,422.2,B
141,6,981.9,675.6,A
143,15,1077.3,455.4,B
149,1,1112.9,340.2,A
149,4,1017.5,365.2,A
149,6,977.3,669,A
150,5,1096.2,353.7,A
150,20,1039.8,327.9,B
151,17,965.7,431.7,B
152,12,1106.7,351.6,B
156,6,969.9,668,A
157,3,1027.1,354.4,A
158,7,1059.5,515.2,A
158,8,902.1,425.8,A
161,6,963.6,665.8,A
163,4,994.5,365.2,A
166,13,1075.2,369.4,B
166,6,959.3,664,A
169,3,1019.7,354.4,A
169,12,1088.8,349.5,B
171,19,1036.7,572.6,B
173,5,1089.9,346.4,A
173,6,958,663,A
173,8,898.9,427.2,A
176,2,1074.8,300.4,A
176,11,1085.7,311.7,B
176,18,959.3,605.5,B
177,15,1056.3,464.8,B
178,3,1017.5,354,A
178,17,957.2,432.8,B
180,2,1074.8,300.4,A
180,7,1054.2,505.7,A
181,14,1077.3,374.7,B
182,4,958.8,365.2,A
182,9,891.7,282,A
186,1,1104.5,335.3,A
187,10,871,559,A
187,20,1032.4,327,B
191,3,1017.5,354,A
191,8,896.9,430.5,A
191,18,959.3,605.5,B
192,2,1097,306.7,A
193,16,1074.8,422.2,B
198,19,1036.7,572.6,B
201,1,1104.5,335.3,A
201,3,1017.5,354,A
201,13,1104.6,360,B
201,15,1059.5,464.8,B
202,5,1111.9,364.2,A
202,17,957.2,432.8,B
204,7,1067.9,506.8,A
205,6,966.1,675.6,A
207,3,1017.5,354,A
207,4,943.1,365,A
207,20,1032.4,327,B
211,2,1120.3,304.6,A
216,14,1119.2,373.6,B
217,3,1011.2,358.6,A
217,8,895,420.4,A
217,9,917,282.4,A
218,18,959.3,605.5,B
221,4,943.1,365,A
221,5,1121.3,375.7,A
221,16,1116.1,416.9,B
222,21,1188.5,356.8,C
223,2,1127,304.6,A
223,14,1118.9,381,B
225,13,1122.4,368.4,B
225,20,1032.4,327,B
226,12,1142.3,354.7,B
227,1,1104.5,335.3,A
227,3,1010.2,360,A
231,7,1073.1,498.4,A
232,2,1142.6,304.6,A
232,11,1128.7,314.9,B
235,4,943.1,365,A
237,20,1040.9,334.3,B
238,3,1011.2,368.2,A
239,14,1122.4,377.8,B
239,19,1049.4,552.5,B
240,1,1104.5,335.3,A
240,13,1132.9,372.6,B
240,15,1076.3,444.9,B
242,8,912.7,415.8,A
242,16,1139.4,416.9,B
243,5,1121.3,375.7,A
245,2,1160.6,289.8,A
246,9,898,290,A
246,12,1152.8,353.7,B
249,3,1007,378.7,A
249,7,1073.1,498.4,A
249,17,960.4,424.3,B
253,8,915.8,414.8,A
254,4,909.5,356.8,A
256,2,1169.1,284.5,A
256,3,1005.3,387.2,A
256,18,923.3,565.2,B
257,15,1067.9,437.6,B
261,1,1104.5,335.3,A
261,8,936,412.7,A
261,13,1140.2,388.3,B
262,16,1133.1,430.7,B
262,17,975.2,415.8,B
264,6,950.4,604.3,A
265,3,974.2,403.1,A
265,14,1140.2,383.1,B
269,8,945.5,410.5,A
269,20,1037.7,355.4,B
269,21,1181.1,357.9,C
272,5,1127.6,379.9,A
273,7,1073.1,498.4,A
274,2,1161.7,277,A
274,8,947.7,411.6,A
278,3,972,407.4,A
278,8,947.7,405.6,A
280,19,1034.5,532.4,B
282,15,1056.3,434.4,B
283,10,797.3,536.1,A
285,11,1079.4,326.4,B
286,9,864.4,289.7,A
286,12,1111.9,356.8,B
288,4,859.2,358.9,A
291,14,1109.8,383.1,B
291,17,960.4,424.3,B
291,3,961.4,415.8,A
292,1,1097,335.3,A
293,2,1142.6,274,A
293,8,938.1,404.2,A
298,5,1099.3,379.9,A
300,8,935.7,383,A
300,10,763,521,A
303,2,1128.8,274.9,A
303,18,877.1,542.5,B
304,16,1097,431.7,B
305,3,942.4,417.9,A
305,6,942,555,A
305,11,1055.3,321.2,B
305,15,1032.2,412.4,B
309,7,1073.1,498.4,A
309,13,1085.7,390.4,B
313,4,822.5,353.7,A
313,8,932.8,360.7,A
313,19,995.3,527.1,B
314,1,1090.7,333.2,A
314,14,1088.8,386.2,B
317,5,1090.9,382,A
318,3,930.7,415.8,A
318,20,1012.3,342.7,B
324,2,1108.7,263.3,A
325,8,930.3,310.2,A
327,3,917.9,408.4,A
329,6,885.4,527.8,A
329,11,1027,304.4,B
330,1,1079,333.2,A
332,4,822.5,353.7,A
335,8,928.6,275,A
336,5,1075.2,382,A
336,16,1061,432.8,B
341,12,1057.4,323.3,B
341,15,1002.8,398.8,B
343,13,1063.7,372.6,B
344,2,1086.4,257,A
344,3,908.5,385.1,A
346,14,1045.8,396.7,B
348,18,846.5,504.4,B
349,8,910,265.5,A
352,16,1035.6,427.5,B
352,20,972,317.3,B
353,6,843.5,526.7,A
354,19,966.7,517.5,B
355,1,1076.9,327.9,A
356,7,1057.4,496.3,A
358,11,987.1,284.5,B
360,5,1033.3,382,A
360,21,1170.6,348.4,C
361,9,862.3,260.4,A
363,2,1064.2,255.9,A
367,15,980.8,398.8,B
368,3,882.3,377.8,A
369,14,996.6,404,B
370,16,1008.1,427.5,B
371,1,1062.1,324.7,A
371,12,1037.5,313.8,B
372,13,1035.4,369.4,B
