frame_num,track_id,x,y,color
13,21,71.89,14.65,A
13,11,57.45,333.98,B
14,4,153.85,354.65,B
14,1,295.07,454.67,A
14,3,248.66,354.98,A
14,5,177.0,161.59,A
14,6,31.13,356.9,B
14,8,59.7,225.45,B
14,12,126.32,354.82,B
14,19,328.69,159.37,A
14,7,144.92,392.76,A
14,15,32.14,370.85,B
14,16,70.56,341.05,B
14,9,70.9,382.7,B
14,2,153.72,397.64,B
14,10,39.78,68.92,B
14,13,68.6,357.64,B
14,11,57.6,333.24,B
15,4,153.96,354.76,B
15,1,295.49,455.17,A
15,3,248.96,355.26,A
15,5,177.12,161.58,A
15,6,31.26,356.84,B
15,8,59.73,225.48,B
15,12,126.41,354.9,B
15,19,329.34,159.44,A
15,7,145.08,392.94,A
15,15,32.28,370.78,B
15,16,70.63,341.02,B
15,9,71.0,382.66,B
15,2,153.85,397.77,B
15,10,39.73,68.83,B
15,13,68.71,357.64,B
15,11,57.68,333.19,B
16,4,153.85,355.08,B
16,1,295.89,456.47,A
16,3,249.29,355.68,A
16,5,177.22,162.24,A
16,6,31.52,356.41,B
16,8,57.13,218.49,B
16,19,329.15,161.12,A
16,7,144.9,394.0,A
16,2,154.46,399.21,B
16,9,70.67,381.75,B
16,16,71.89,340.94,B
16,15,33.19,370.64,B
16,12,127.6,356.26,B
16,10,38.29,66.31,B
16,13,69.19,357.61,B
16,11,58.56,333.14,B
17,1,295.84,455.87,A
17,4,153.69,355.51,B
17,5,177.01,162.49,A
17,3,249.39,354.97,A
17,19,329.35,160.9,A
17,8,55.06,213.47,B
17,6,31.81,355.91,B
17,2,153.77,399.09,B
17,16,73.67,341.36,B
17,9,71.08,381.82,B
17,7,145.07,392.73,A
17,12,124.95,352.36,B
17,10,38.42,66.23,B
17,15,33.92,370.68,B
17,13,69.7,357.67,B
17,23,80.0,20.15,A
17,11,58.96,332.9,B
18,4,153.24,355.66,B
18,1,295.67,456.16,A
18,5,176.69,162.24,A
18,3,248.94,354.3,A
18,19,329.06,160.68,A
18,8,56.75,214.95,B
18,6,32.93,356.72,B
18,9,71.6,382.43,B
18,2,153.22,399.72,B
18,16,74.57,341.14,B
18,7,144.71,392.1,A
18,12,126.25,354.3,B
18,13,70.2,358.16,B
18,15,33.55,369.6,B
18,23,81.11,21.33,A
18,10,39.53,67.33,B
18,11,59.99,333.94,B
19,1,296.17,456.41,A
19,4,152.44,355.43,B
19,3,248.48,353.09,A
19,5,175.04,159.67,A
19,19,329.15,160.15,A
19,9,71.94,382.62,B
19,8,57.71,215.31,B
19,16,76.7,341.92,B
19,7,145.09,393.95,A
19,2,152.5,399.12,B
19,13,69.88,357.83,B
19,12,127.38,355.25,B
19,6,33.2,356.98,B
19,15,34.23,369.58,B
19,10,40.34,67.07,B
19,23,84.3,24.42,A
19,11,60.42,334.38,B
20,4,152.74,356.87,B
20,1,296.51,457.37,A
20,3,248.91,353.8,A
20,5,173.13,156.3,A
20,19,329.64,160.98,A
20,9,72.89,383.76,B
20,16,77.65,342.39,B
20,23,86.44,24.64,A
20,8,58.93,213.43,B
20,2,152.63,400.92,B
20,12,128.11,356.82,B
20,13,69.71,358.07,B
20,15,34.09,369.13,B
20,10,39.22,63.35,B
20,6,34.04,356.96,B
20,7,145.97,395.98,A
20,11,60.9,335.38,B
21,4,152.68,356.9,B
21,1,296.38,457.31,A
21,3,248.86,353.82,A
21,5,173.11,156.31,A
21,19,329.64,160.97,A
21,9,72.9,383.8,B
21,16,77.61,342.39,B
21,23,86.42,24.57,A
21,8,58.88,213.42,B
21,2,152.59,400.94,B
21,12,128.06,356.81,B
21,13,69.68,358.06,B
21,15,34.1,369.12,B
21,10,39.19,63.35,B
21,6,33.92,356.78,B
21,7,145.89,395.94,A
21,11,60.63,335.03,B
22,4,152.08,357.12,B
22,1,296.17,457.18,A
22,3,248.65,353.31,A
22,19,328.21,159.95,A
22,5,171.61,154.98,A
22,9,73.07,383.48,B
22,8,61.13,213.29,B
22,16,78.18,342.25,B
22,2,153.01,401.81,B
22,12,127.15,356.15,B
22,23,87.76,26.53,A
22,13,69.66,357.34,B
22,10,39.36,63.9,B
22,15,35.09,369.65,B
22,11,62.15,335.34,B
22,6,34.94,356.44,B
22,7,146.0,394.48,A
22,24,38.76,22.47,A
23,4,150.48,355.88,B
23,1,296.25,457.03,A
23,3,248.37,352.59,A
23,19,328.02,157.23,A
23,2,152.32,402.22,B
23,5,171.72,155.66,A
23,8,61.42,212.62,B
23,9,72.79,382.93,B
23,16,78.4,342.04,B
23,23,90.95,30.31,A
23,12,126.78,356.59,B
23,13,69.71,357.44,B
23,10,39.28,63.07,B
23,11,62.35,334.81,B
23,15,36.77,371.28,B
23,6,35.39,356.32,B
23,7,144.74,395.68,A
24,4,150.21,356.63,B
24,1,296.7,457.42,A
24,5,170.89,154.15,A
24,3,249.58,354.38,A
24,8,60.48,209.99,B
24,2,151.55,402.64,B
24,19,329.89,159.18,A
24,16,79.07,342.44,B
24,23,91.78,30.86,A
24,9,72.81,383.09,B
24,12,126.15,355.75,B
24,6,34.91,355.33,B
24,10,40.13,63.99,B
24,11,63.64,335.05,B
24,15,37.67,371.97,B
24,13,69.54,357.05,B
24,7,144.52,396.51,A
25,4,149.31,356.51,B
25,1,297.06,457.54,A
25,5,169.24,152.33,A
25,8,59.51,207.33,B
25,3,249.19,353.02,A
25,19,329.08,157.49,A
25,2,149.84,402.43,B
25,16,79.85,343.17,B
25,23,92.46,31.39,A
25,12,124.71,353.66,B
25,6,35.14,355.53,B
25,9,72.57,382.67,B
25,15,39.53,373.62,B
25,11,64.46,335.33,B
25,10,39.64,63.46,B
25,13,68.81,355.94,B
25,7,144.2,396.61,A
26,4,149.29,356.42,B
26,1,296.87,456.82,A
26,8,59.24,203.9,B
26,5,169.88,153.4,A
26,3,249.06,351.86,A
26,19,328.71,158.27,A
26,16,81.09,343.32,B
26,12,125.28,353.79,B
26,23,94.98,33.56,A
26,6,35.42,355.35,B
26,11,65.55,335.36,B
26,2,149.31,402.45,B
26,15,40.98,374.9,B
26,9,72.8,382.68,B
26,7,144.0,397.17,A
26,10,40.7,63.17,B
26,13,68.93,355.57,B
27,4,149.06,356.36,B
27,1,296.77,456.93,A
27,8,59.3,203.78,B
27,5,169.8,153.45,A
27,3,248.85,351.58,A
27,19,328.92,158.53,A
27,16,80.98,343.16,B
27,12,125.26,354.01,B
27,23,94.94,33.4,A
27,2,149.75,403.83,B
27,6,35.35,355.47,B
27,11,65.41,335.23,B
27,15,41.04,375.06,B
27,9,72.66,382.61,B
27,10,40.57,63.12,B
27,13,68.71,355.46,B
27,7,144.06,396.54,A
28,4,148.75,356.87,B
28,1,296.78,457.98,A
28,8,58.28,199.69,B
28,3,248.8,351.62,A
28,5,167.41,149.99,A
28,19,328.98,158.39,A
28,16,81.48,343.12,B
28,2,147.6,403.86,B
28,6,35.76,355.02,B
28,12,125.1,354.0,B
28,23,97.94,36.92,A
28,11,65.12,335.09,B
28,15,42.31,375.97,B
28,9,72.9,382.74,B
28,10,39.33,60.33,B
28,13,68.76,355.33,B
28,7,143.64,398.28,A
29,4,148.74,357.62,B
29,1,298.11,459.99,A
29,8,60.89,201.04,B
29,3,248.92,351.96,A
29,19,330.95,158.02,A
29,2,146.81,404.38,B
29,6,35.51,354.84,B
29,16,81.91,343.49,B
29,5,166.07,146.48,A
29,12,125.5,354.86,B
29,11,64.75,334.13,B
29,23,100.88,39.33,A
29,9,71.89,381.97,B
29,15,42.57,376.49,B
29,13,68.73,355.13,B
29,10,39.66,58.74,B
29,7,142.03,397.45,A
30,4,148.12,357.53,B
30,1,299.14,461.58,A
30,8,59.99,196.84,B
30,2,146.2,404.93,B
30,3,248.35,348.9,A
30,12,127.25,357.55,B
30,19,331.64,158.01,A
30,5,165.21,144.91,A
30,16,81.49,343.43,B
30,6,35.66,355.12,B
30,11,64.71,333.97,B
30,9,72.17,382.83,B
30,15,43.94,378.58,B
30,13,68.7,354.99,B
30,23,104.07,43.01,A
30,10,41.39,58.92,B
30,7,141.66,398.31,A
30,30,44.19,22.18,A
31,4,149.32,359.36,B
31,1,298.76,461.41,A
31,8,63.02,197.06,B
31,2,145.96,404.2,B
31,3,247.51,345.5,A
31,12,128.46,358.96,B
31,5,164.58,145.44,A
31,19,329.71,156.98,A
31,6,36.3,354.89,B
31,11,65.22,333.58,B
31,16,82.69,343.95,B
31,9,72.91,383.26,B
31,15,44.75,378.55,B
31,13,70.16,355.78,B
31,23,104.02,42.59,A
31,10,42.83,60.48,B
31,7,140.62,396.93,A
32,4,149.83,360.06,B
32,1,299.8,463.07,A
32,8,66.14,196.99,B
32,3,247.86,344.75,A
32,12,128.7,359.31,B
32,5,164.08,144.54,A
32,2,145.56,404.51,B
32,19,331.44,157.95,A
32,16,83.62,344.25,B
32,9,72.68,382.73,B
32,6,35.61,353.22,B
32,11,65.03,332.34,B
32,13,70.31,355.56,B
32,23,106.33,45.48,A
32,15,45.94,379.3,B
32,10,43.66,58.06,B
32,7,141.26,398.79,A
33,4,149.78,360.01,B
33,1,299.63,463.02,A
33,8,66.11,196.97,B
33,3,247.72,344.73,A
33,12,128.7,359.32,B
33,5,163.96,144.61,A
33,2,145.59,404.56,B
33,19,330.99,158.07,A
33,16,83.68,344.3,B
33,9,72.72,382.75,B
33,6,35.57,353.15,B
33,11,65.06,332.36,B
33,13,70.34,355.58,B
33,23,106.24,45.6,A
33,15,45.98,379.32,B
33,31,44.88,23.96,A
33,10,43.65,58.13,B
33,7,141.32,398.87,A
34,4,149.69,360.3,B
34,1,299.4,462.58,A
34,12,129.18,360.02,B
34,3,248.56,344.69,A
34,8,66.8,194.78,B
34,2,144.47,404.13,B
34,5,163.19,144.15,A
34,19,330.07,154.86,A
34,16,84.53,344.06,B
34,13,70.41,355.58,B
34,9,73.13,383.13,B
34,23,101.91,37.36,A
34,11,65.42,331.65,B
34,6,36.02,352.87,B
34,10,43.59,56.44,B
34,15,46.29,378.96,B
34,7,141.15,399.3,A
34,31,44.27,23.52,A
35,1,298.69,462.35,A
35,4,149.92,360.95,B
35,2,144.19,404.25,B
35,8,68.76,194.98,B
35,3,248.56,343.95,A
35,12,129.04,359.7,B
35,5,162.2,143.2,A
35,19,328.46,155.95,A
35,16,85.34,343.5,B
35,13,70.89,355.81,B
35,9,73.76,383.52,B
35,11,65.66,330.42,B
35,6,36.92,353.39,B
35,15,46.25,378.36,B
35,23,104.68,43.55,A
35,10,45.11,57.52,B
35,7,140.66,399.4,A
35,31,45.47,24.9,A
36,1,298.85,462.24,A
36,12,129.84,360.17,B
36,8,69.11,192.63,B
36,2,144.09,404.15,B
36,3,249.77,343.85,A
36,4,148.66,360.22,B
36,13,70.91,355.58,B
36,19,329.52,157.02,A
36,5,161.51,141.58,A
36,16,86.26,342.87,B
36,11,67.16,330.93,B
36,6,38.49,354.37,B
36,9,74.0,383.69,B
36,23,108.75,50.53,A
36,15,46.65,378.77,B
36,10,47.94,60.04,B
36,7,140.85,400.36,A
36,31,47.48,27.33,A
37,1,299.25,463.69,A
37,4,147.62,360.7,B
37,12,130.06,360.76,B
37,3,249.98,344.25,A
37,13,70.77,355.59,B
37,8,66.6,187.55,B
37,7,143.08,403.71,A
37,19,329.67,155.65,A
37,5,160.49,140.77,A
37,11,68.24,330.81,B
37,6,39.73,355.12,B
37,9,74.39,384.51,B
37,23,111.85,56.31,A
37,16,87.05,343.39,B
37,15,46.95,378.92,B
37,10,47.42,59.04,B
37,31,47.54,27.33,A
37,2,138.55,400.79,B
38,1,299.55,464.46,A
38,4,146.81,360.67,B
38,3,249.21,341.36,A
38,13,71.23,355.97,B
38,8,66.24,184.98,B
38,7,142.15,404.35,A
38,19,329.82,155.43,A
38,5,160.25,140.71,A
38,6,41.38,356.38,B
38,12,130.33,360.71,B
38,11,70.01,330.8,B
38,23,111.16,55.28,A
38,9,74.8,385.09,B
38,16,87.58,343.76,B
38,15,47.54,379.56,B
38,10,48.56,58.59,B
38,31,48.24,27.9,A
38,2,138.4,402.2,B
39,1,299.42,464.4,A
39,4,146.66,360.51,B
39,3,249.1,341.34,A
39,13,71.2,355.95,B
39,8,66.31,185.12,B
39,7,142.13,404.4,A
39,19,329.68,155.48,A
39,5,160.2,140.73,A
39,6,41.38,356.38,B
39,12,130.29,360.69,B
39,11,70.05,330.87,B
39,23,111.1,55.26,A
39,9,74.8,385.1,B
39,16,87.54,343.73,B
39,15,47.56,379.56,B
39,10,48.51,58.56,B
39,31,48.22,27.92,A
39,2,137.95,401.7,B
40,4,145.54,359.35,B
40,1,299.73,464.13,A
40,3,247.14,335.41,A
40,13,71.36,355.77,B
40,19,329.62,154.78,A
40,8,68.0,184.91,B
40,7,141.42,404.5,A
40,12,130.15,359.87,B
40,5,157.62,136.24,A
40,6,41.9,356.22,B
40,11,70.93,329.66,B
40,23,113.82,61.49,A
40,9,74.92,384.87,B
40,15,49.16,381.07,B
40,16,87.26,343.62,B
40,10,49.03,56.5,B
40,31,49.6,28.53,A
40,2,135.31,398.08,B
41,1,299.43,463.68,A
41,4,145.01,359.8,B
41,3,248.93,336.52,A
41,13,71.72,356.1,B
41,19,330.22,155.08,A
41,12,130.49,359.19,B
41,5,158.25,137.68,A
41,8,69.09,183.4,B
41,7,140.78,404.57,A
41,6,42.68,356.38,B
41,11,72.57,329.35,B
41,23,112.66,59.69,A
41,9,75.31,384.92,B
41,15,49.93,381.4,B
41,16,86.16,341.22,B
41,10,52.22,59.48,B
41,31,50.57,28.28,A
41,2,135.05,398.72,B
42,1,299.1,463.58,A
42,4,144.91,360.33,B
42,3,249.6,336.65,A
42,13,71.55,356.26,B
42,19,330.06,156.08,A
42,8,71.3,183.36,B
42,5,156.67,136.0,A
42,12,129.92,357.87,B
42,6,43.46,357.4,B
42,7,139.55,405.22,A
42,11,73.08,329.67,B
42,23,110.15,56.19,A
42,2,131.46,399.0,B
42,9,75.89,386.3,B
42,15,51.41,383.42,B
42,10,55.67,63.12,B
42,31,51.84,28.9,A
42,16,86.0,340.87,B
43,1,299.63,463.58,A
43,4,144.91,361.37,B
43,3,249.12,334.23,A
43,8,72.21,182.07,B
43,13,71.58,355.94,B
43,19,329.52,154.99,A
43,5,155.37,134.7,A
43,12,129.73,356.9,B
43,6,43.63,357.23,B
43,7,137.88,406.06,A
43,23,108.02,55.31,A
43,9,75.85,385.99,B
43,15,53.41,385.42,B
43,10,58.32,65.6,B
43,2,132.87,400.25,B
43,31,52.92,28.7,A
43,16,86.49,340.74,B
43,11,73.32,329.57,B
44,1,299.33,464.07,A
44,8,72.56,180.04,B
44,4,145.69,363.65,B
44,13,71.21,355.02,B
44,3,249.13,332.73,A
44,19,328.97,154.17,A
44,5,151.69,130.53,A
44,7,137.29,407.03,A
44,6,44.62,357.73,B
44,12,130.78,357.01,B
44,15,54.94,386.82,B
44,11,69.49,321.26,B
44,9,76.49,386.63,B
44,23,110.46,61.87,A
44,10,58.24,64.09,B
44,16,77.15,331.57,B
44,31,52.55,25.0,A
44,2,133.4,402.41,B
45,1,299.89,464.56,A
45,8,72.55,180.09,B
45,4,145.59,363.58,B
45,13,70.97,354.74,B
45,3,249.54,332.94,A
45,19,330.27,153.98,A
45,5,151.63,129.98,A
45,7,137.15,406.94,A
45,6,44.35,357.34,B
45,12,130.69,356.94,B
45,15,54.66,386.45,B
45,11,69.33,320.97,B
45,9,76.23,386.29,B
45,23,110.62,61.81,A
45,10,58.23,64.14,B
45,16,76.93,331.34,B
45,31,52.44,24.72,A
45,2,133.02,402.05,B
46,1,299.45,463.91,A
46,8,71.42,176.5,B
46,3,249.42,331.89,A
46,13,71.65,354.83,B
46,19,328.45,156.1,A
46,5,149.4,128.78,A
46,4,145.06,363.53,B
46,7,137.64,407.62,A
46,6,44.85,357.53,B
46,12,132.18,358.18,B
46,11,70.23,319.74,B
46,15,55.42,387.1,B
46,9,76.31,386.18,B
46,10,59.02,64.09,B
46,16,79.89,333.25,B
46,23,108.62,59.05,A
46,31,55.27,25.92,A
46,2,132.04,401.32,B
47,1,300.84,466.5,A
47,8,71.76,175.42,B
47,3,249.81,331.24,A
47,13,72.26,354.7,B
47,19,329.16,156.57,A
47,5,149.22,131.99,A
47,4,146.01,367.14,B
47,7,138.08,408.9,A
47,6,45.34,358.14,B
47,15,57.09,388.61,B
47,12,133.36,358.58,B
47,9,76.76,386.23,B
47,23,106.56,56.25,A
47,10,58.56,62.23,B
47,11,75.73,330.98,B
47,31,55.71,24.02,A
47,16,87.02,339.9,B
47,2,129.8,399.92,B
48,8,73.31,175.28,B
48,1,301.53,467.38,A
48,3,247.5,324.4,A
48,13,72.55,354.77,B
48,19,329.02,155.51,A
48,5,146.46,129.45,A
48,4,138.88,361.5,B
48,15,58.12,390.14,B
48,6,45.25,357.31,B
48,23,106.96,59.04,A
48,9,76.51,386.0,B
48,10,59.38,62.59,B
48,7,136.54,407.72,A
48,11,77.78,332.26,B
48,12,135.83,361.24,B
48,16,87.04,338.72,B
48,31,57.64,27.28,A
49,8,73.91,173.46,B
49,1,302.26,468.33,A
49,3,247.21,321.82,A
49,13,73.04,355.17,B
49,19,328.37,155.14,A
49,4,137.13,363.37,B
49,7,136.39,409.36,A
49,5,145.53,129.6,A
49,6,46.35,357.94,B
49,15,59.04,391.02,B
49,2,125.78,398.34,B
49,11,76.37,327.6,B
49,31,60.67,28.27,A
49,9,76.54,386.02,B
49,23,107.05,60.3,A
49,10,62.47,67.25,B
49,16,90.7,344.64,B
50,1,302.63,468.6,A
50,8,76.84,174.51,B
50,3,247.48,320.39,A
50,13,72.99,354.53,B
50,19,328.0,155.65,A
50,7,135.81,409.5,A
50,4,136.71,365.49,B
50,5,143.54,126.71,A
50,15,59.44,391.09,B
50,6,46.19,356.78,B
50,11,78.87,325.6,B
50,31,62.2,29.73,A
50,2,127.42,401.53,B
50,9,76.31,385.48,B
50,10,63.75,69.23,B
50,23,108.52,65.2,A
50,16,82.69,335.41,B
51,1,302.61,468.57,A
51,8,76.76,174.42,B
51,3,247.44,320.3,A
51,13,73.01,354.58,B
51,19,327.97,155.61,A
51,7,135.81,409.49,A
51,4,136.81,365.63,B
51,5,143.54,126.72,A
51,15,59.55,391.2,B
51,6,46.19,356.77,B
51,11,78.91,325.57,B
51,31,62.16,29.67,A
51,2,127.45,401.61,B
51,9,76.33,385.5,B
51,10,63.67,69.09,B
51,34,92.07,344.41,A
51,23,108.42,64.96,A
51,16,82.86,335.66,B
52,1,302.72,468.62,A
52,3,248.63,320.29,A
52,8,78.34,173.03,B
52,13,73.48,355.02,B
52,19,327.96,155.26,A
52,7,135.58,410.0,A
52,4,135.32,366.56,B
52,5,141.78,125.15,A
52,6,47.92,358.15,B
52,15,59.71,391.62,B
52,31,62.34,27.58,A
52,11,78.8,323.07,B
52,9,76.79,386.12,B
52,16,93.44,343.47,B
52,10,66.26,72.88,B
52,2,128.1,404.44,B
52,23,107.81,64.91,A
53,1,303.34,469.05,A
53,8,80.28,171.83,B
53,13,73.13,354.21,B
53,3,249.92,320.4,A
53,19,328.4,155.18,A
53,7,136.27,411.74,A
53,5,141.66,126.28,A
53,6,47.53,356.88,B
53,12,132.94,367.32,B
53,11,75.79,316.2,B
53,15,59.54,391.56,B
53,9,75.68,384.92,B
53,31,65.18,29.43,A
53,16,94.12,342.8,B
53,10,68.26,73.58,B
53,4,133.38,360.43,B
53,23,109.12,68.87,A
53,2,126.7,402.91,B
54,1,302.75,468.01,A
54,8,81.92,169.35,B
54,13,73.85,354.76,B
54,3,249.86,319.13,A
54,19,327.66,154.28,A
54,7,136.12,411.75,A
54,16,94.22,342.86,B
54,5,138.67,123.15,A
54,6,49.07,357.72,B
54,4,132.79,360.27,B
54,11,75.79,314.92,B
54,9,76.36,385.55,B
54,15,59.91,392.02,B
54,10,70.07,74.51,B
54,12,131.16,367.03,B
54,23,111.57,73.71,A
54,31,67.75,29.13,A
54,2,127.26,404.42,B
55,1,303.43,468.46,A
55,8,81.88,166.59,B
55,13,73.93,354.48,B
55,3,250.9,318.61,A
55,7,135.6,412.08,A
55,19,326.27,152.55,A
55,5,136.38,121.59,A
55,6,48.9,357.09,B
55,10,70.15,74.63,B
55,11,76.82,314.86,B
55,16,94.86,342.48,B
55,4,131.98,361.2,B
55,9,76.01,384.69,B
55,15,59.62,392.5,B
55,12,132.02,369.85,B
55,23,112.67,78.48,A
55,31,68.79,28.09,A
55,2,128.74,406.94,B
56,1,304.01,468.72,A
56,8,81.99,164.42,B
56,3,250.59,316.8,A
56,13,72.89,352.78,B
56,10,68.94,72.81,B
56,19,326.17,152.01,A
56,5,135.36,122.14,A
56,6,47.99,355.45,B
56,4,133.34,364.48,B
56,9,76.47,384.41,B
56,11,80.6,317.24,B
56,15,59.46,392.27,B
56,16,95.03,342.12,B
56,12,132.93,372.96,B
56,23,112.32,77.37,A
56,2,121.91,399.4,B
56,31,70.69,27.86,A
57,1,303.7,468.26,A
57,8,82.38,165.11,B
57,3,250.11,316.28,A
57,13,73.19,353.29,B
57,10,69.07,73.39,B
57,19,325.0,152.56,A
57,5,135.23,122.57,A
57,4,133.41,365.27,B
57,6,48.52,356.23,B
57,9,76.78,384.96,B
57,11,80.74,317.3,B
57,16,95.15,342.31,B
57,12,132.44,372.69,B
57,15,59.84,392.99,B
57,23,112.93,79.1,A
57,7,134.61,411.83,A
57,31,69.96,27.34,A
57,2,123.23,401.13,B
58,1,303.98,468.73,A
58,8,82.31,165.07,B
58,3,250.31,316.46,A
58,13,73.02,352.99,B
58,10,69.05,73.42,B
58,19,325.82,152.59,A
58,5,135.23,122.52,A
58,4,133.25,365.14,B
58,6,48.4,355.88,B
58,9,76.61,384.64,B
58,11,80.65,317.14,B
58,16,95.0,342.12,B
58,12,132.32,372.58,B
58,15,59.66,392.57,B
58,23,112.84,78.89,A
58,31,69.96,27.34,A
58,7,123.25,401.23,A
59,1,304.28,469.38,A
59,3,247.87,309.17,A
59,8,84.48,163.36,B
59,7,132.02,412.67,A
59,10,68.58,73.45,B
59,4,131.33,367.3,B
59,6,52.67,359.47,B
59,13,73.57,353.3,B
59,11,82.19,314.69,B
59,19,326.31,151.91,A
59,9,77.39,385.18,B
59,5,134.53,123.36,A
59,12,129.79,374.61,B
